series_id,timestamp,prediction
unit_000,2023-06-30 00:00:00,3.581770396563704
unit_000,2023-06-30 01:00:00,3.666442720062613
unit_000,2023-06-30 02:00:00,3.490012270878275
unit_000,2023-06-30 03:00:00,2.112478361302254
unit_000,2023-06-30 04:00:00,3.804934575055797
unit_000,2023-06-30 05:00:00,4.693808758111423
unit_000,2023-06-30 06:00:00,7.939945312129526
unit_000,2023-06-30 07:00:00,12.22536761131114
unit_000,2023-06-30 08:00:00,12.426356098676088
unit_000,2023-06-30 09:00:00,14.012952659805713
unit_000,2023-06-30 10:00:00,14.56423641742679
unit_000,2023-06-30 11:00:00,13.525399216183818
unit_000,2023-06-30 12:00:00,13.628298513577642
unit_000,2023-06-30 13:00:00,12.42537569521198
unit_000,2023-06-30 14:00:00,11.5495684331699
unit_000,2023-06-30 15:00:00,10.022843857448056
unit_000,2023-06-30 16:00:00,11.474978295202856
unit_000,2023-06-30 17:00:00,14.835275232219017
unit_000,2023-06-30 18:00:00,17.26489566730316
unit_000,2023-06-30 19:00:00,19.399974096618376
unit_000,2023-06-30 20:00:00,18.696312385026825
unit_000,2023-06-30 21:00:00,13.775898611698931
unit_000,2023-06-30 22:00:00,11.134007776382502
unit_000,2023-06-30 23:00:00,6.797725689958573
unit_000,2023-07-01 00:00:00,5.289556502855983
unit_000,2023-07-01 01:00:00,4.374160727611173
unit_000,2023-07-01 02:00:00,4.36909274092856
unit_000,2023-07-01 03:00:00,4.531893482671361
unit_000,2023-07-01 04:00:00,5.05828959050072
unit_000,2023-07-01 05:00:00,4.473308144130597
unit_000,2023-07-01 06:00:00,6.005827983197893
unit_000,2023-07-01 07:00:00,6.162330446429218
unit_000,2023-07-01 08:00:00,7.299036069471614
unit_000,2023-07-01 09:00:00,7.864468855160738
unit_000,2023-07-01 10:00:00,7.911372369374594
unit_000,2023-07-01 11:00:00,8.555565586176646
unit_000,2023-07-01 12:00:00,8.66712238452009
unit_000,2023-07-01 13:00:00,7.149731074454468
unit_000,2023-07-01 14:00:00,6.484960929792576
unit_000,2023-07-01 15:00:00,7.456859337402502
unit_000,2023-07-01 16:00:00,7.419614612910893
unit_000,2023-07-01 17:00:00,9.384566640428474
unit_000,2023-07-01 18:00:00,10.944324281726846
unit_000,2023-07-01 19:00:00,12.192897356442604
unit_000,2023-07-01 20:00:00,10.578769731240463
unit_000,2023-07-01 21:00:00,9.2124877069671
unit_000,2023-07-01 22:00:00,7.088901934298638
unit_000,2023-07-01 23:00:00,6.45612533870095
unit_000,2023-07-02 00:00:00,3.4552074841645375
unit_000,2023-07-02 01:00:00,2.8810919096451033
unit_000,2023-07-02 02:00:00,2.9522894397324015
unit_000,2023-07-02 03:00:00,3.177054298677973
unit_000,2023-07-02 04:00:00,3.4361511546331687
unit_000,2023-07-02 05:00:00,4.833093792550127
unit_000,2023-07-02 06:00:00,2.53491685490215
unit_000,2023-07-02 07:00:00,3.756652844698612
unit_000,2023-07-02 08:00:00,4.779239529503589
unit_000,2023-07-02 09:00:00,5.005926728112348
unit_000,2023-07-02 10:00:00,5.6149067313890555
unit_000,2023-07-02 11:00:00,6.53408305488883
unit_000,2023-07-02 12:00:00,5.367962846170382
unit_000,2023-07-02 13:00:00,5.185882557287286
unit_000,2023-07-02 14:00:00,5.060465853357637
