series_id,timestamp,prediction
unit_000,2023-06-30 00:00:00,5.038638505683982
unit_000,2023-06-30 01:00:00,6.723951536354595
unit_000,2023-06-30 02:00:00,7.216632715446907
unit_000,2023-06-30 03:00:00,6.258213348246915
unit_000,2023-06-30 04:00:00,6.332078942575922
unit_000,2023-06-30 05:00:00,9.462843335527433
unit_000,2023-06-30 06:00:00,10.749256756655344
unit_000,2023-06-30 07:00:00,11.549533955830135
unit_000,2023-06-30 08:00:00,13.79623055968246
unit_000,2023-06-30 09:00:00,12.004894165944869
unit_000,2023-06-30 10:00:00,12.59025442689504
unit_000,2023-06-30 11:00:00,11.550483917926892
unit_000,2023-06-30 12:00:00,10.604508907173043
unit_000,2023-06-30 13:00:00,9.427942383671178
unit_000,2023-06-30 14:00:00,9.349763254977
unit_000,2023-06-30 15:00:00,9.4990001122459
unit_000,2023-06-30 16:00:00,9.92971888411804
unit_000,2023-06-30 17:00:00,11.105269976059006
unit_000,2023-06-30 18:00:00,13.63613689298155
unit_000,2023-06-30 19:00:00,14.45926636864376
unit_000,2023-06-30 20:00:00,14.487178002757153
unit_000,2023-06-30 21:00:00,12.306364185669391
unit_000,2023-06-30 22:00:00,10.956132398609649
unit_000,2023-06-30 23:00:00,9.368048694735418
unit_000,2023-07-01 00:00:00,5.038638505683982
unit_000,2023-07-01 01:00:00,6.723951536354595
unit_000,2023-07-01 02:00:00,7.216632715446907
unit_000,2023-07-01 03:00:00,6.258213348246915
unit_000,2023-07-01 04:00:00,6.332078942575922
unit_000,2023-07-01 05:00:00,9.462843335527433
unit_000,2023-07-01 06:00:00,10.749256756655344
unit_000,2023-07-01 07:00:00,11.549533955830135
unit_000,2023-07-01 08:00:00,13.79623055968246
unit_000,2023-07-01 09:00:00,12.004894165944869
unit_000,2023-07-01 10:00:00,12.59025442689504
unit_000,2023-07-01 11:00:00,11.550483917926892
unit_000,2023-07-01 12:00:00,10.604508907173043
unit_000,2023-07-01 13:00:00,9.427942383671178
unit_000,2023-07-01 14:00:00,9.349763254977
unit_000,2023-07-01 15:00:00,9.4990001122459
unit_000,2023-07-01 16:00:00,9.92971888411804
unit_000,2023-07-01 17:00:00,11.105269976059006
unit_000,2023-07-01 18:00:00,13.63613689298155
