series_id,timestamp,prediction
unit_000,2023-06-30 00:00:00,4.958916986158233
unit_000,2023-06-30 01:00:00,5.261567281551582
unit_000,2023-06-30 02:00:00,5.383758493721931
unit_000,2023-06-30 03:00:00,5.4416717131902965
unit_000,2023-06-30 04:00:00,6.097028014682284
unit_000,2023-06-30 05:00:00,6.6322958488391714
unit_000,2023-06-30 06:00:00,8.25394395197207
unit_000,2023-06-30 07:00:00,9.242077871568087
unit_000,2023-06-30 08:00:00,10.550501440931578
unit_000,2023-06-30 09:00:00,11.038789773265542
unit_000,2023-06-30 10:00:00,11.157870110516464
unit_000,2023-06-30 11:00:00,11.299170193412897
unit_000,2023-06-30 12:00:00,10.734210611792976
unit_000,2023-06-30 13:00:00,10.074213195992685
unit_000,2023-06-30 14:00:00,9.58757296111463
unit_000,2023-06-30 15:00:00,9.02069704626671
unit_000,2023-06-30 16:00:00,10.891683445893289
unit_000,2023-06-30 17:00:00,12.634934012857155
unit_000,2023-06-30 18:00:00,14.671066907748216
unit_000,2023-06-30 19:00:00,15.61914106034217
unit_000,2023-06-30 20:00:00,15.438537719300225
unit_000,2023-06-30 21:00:00,12.463095221127933
unit_000,2023-06-30 22:00:00,10.931762348494633
unit_000,2023-06-30 23:00:00,8.286561717024968
unit_000,2023-07-01 00:00:00,6.242812319937642
unit_000,2023-07-01 01:00:00,6.217668599503169
unit_000,2023-07-01 02:00:00,5.869906448584344
unit_000,2023-07-01 03:00:00,6.121475388355799
unit_000,2023-07-01 04:00:00,5.982970324571678
unit_000,2023-07-01 05:00:00,6.510674152617534
unit_000,2023-07-01 06:00:00,6.640779742958245
unit_000,2023-07-01 07:00:00,7.633366828693536
unit_000,2023-07-01 08:00:00,8.513764798560926
unit_000,2023-07-01 09:00:00,9.421260946593927
unit_000,2023-07-01 10:00:00,9.883915836654491
unit_000,2023-07-01 11:00:00,9.5884251865573
unit_000,2023-07-01 12:00:00,9.096409061576027
unit_000,2023-07-01 13:00:00,8.027277026533692
unit_000,2023-07-01 14:00:00,7.6165548815556985
unit_000,2023-07-01 15:00:00,7.770160240571478
unit_000,2023-07-01 16:00:00,7.874125369700209
unit_000,2023-07-01 17:00:00,9.421797961378799
unit_000,2023-07-01 18:00:00,11.091068719350938
unit_000,2023-07-01 19:00:00,11.865216172493495
unit_000,2023-07-01 20:00:00,10.879386459371648
unit_000,2023-07-01 21:00:00,9.683216444419575
unit_000,2023-07-01 22:00:00,7.975409249509048
unit_000,2023-07-01 23:00:00,6.256491538240053
